"Story","Title","Result","Date","Stability","Duration (s)"
"Search the cheapest plane ticket on the VivaAir webpage","Search the cheapest ticket for tomorrow on the Medellín-Bogotá route","SUCCESS","2021-03-27T14:32:15.22-05:00[America/Bogota]","0.0","54.37"
